"","meanDiff","tstat","pval","qval","bonf","meanControl","nearestGene","nearestRefseq","nearestGeneDist","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Entrez","subjectHits"
"cg01057962",-0.0200255254700743,-6.318638290935,1.28425820256343e-09,1.33854010234438e-06,0.000586280564826838,0.0820949165918197,"BCL6","NM_001130845",0,"BCL6","NM_001130845","inside exon","inside",201,"inside exon",0,1,10,"5' UTR","-",24348,11235,"604",42057
"cg04019128",-0.0119554285393718,-6.31683739908816,1.29713550755419e-09,1.34888205457879e-06,0.000592159221960088,0.084345556412251,"EIF1B","NM_005875",285,"EIF1B","NM_005875","promoter","promoter",285,NA,NA,NA,4,NA,"+",2742,2072,"10289",1795
"cg21627574",-0.0151232159859957,-6.31590939528455,1.30382057507423e-09,1.35261071278136e-06,0.000595211042188863,0.067229353857679,"RFT1","NM_052859",-118,"RFT1","NM_052859","promoter","promoter",118,NA,NA,NA,13,NA,"-",41969,38497,"91869",58532
"cg00588727",-0.00770729666703058,-6.3154180090541,1.30737405038137e-09,1.35261071278136e-06,0.00059683324986175,0.0721767798558086,"UBE2B","NM_003337",0,"UBE2B","NM_003337","inside intron","inside",970,"inside intron",-509,1,6,"inside transcription region","+",20929,18757,"7320",47947
"cg18054216",-0.0151969579626421,-6.31308595341744,1.32436832579637e-09,1.35261071278136e-06,0.000604591357514278,0.0720639765368674,"ATXN7L3","NM_001098833",-2668,"ATXN7L3","NM_001098833","upstream","upstream",2668,NA,NA,NA,12,NA,"-",6356,3807,"56970",39241
"cg09213929",-0.0237122736000634,-6.31289468224221,1.32577174259706e-09,1.35261071278136e-06,0.00060523203552821,0.255687896334135,"COLCA2","NM_001136105",0,"COLCA2","NM_001136105","inside intron","inside",602,"inside intron",-128,1,5,"5' UTR","+",9484,1909,"120376",6145
"cg09662431",-0.0156386597601397,-6.31288469809932,1.32584503944071e-09,1.35261071278136e-06,0.000605265496490198,0.0980519047053984,"ASCC1","NM_001198798",0,"ASCC1","NM_001198798","inside intron","inside",978,"inside intron",664,1,10,"inside transcription region","-",121102,119516,"51008",31523
"cg06056004",-0.0166522676540386,-6.31287657735158,1.32590465942506e-09,1.35261071278136e-06,0.000605292713788113,0.0819993723282827,"MRPS30","NM_016640",0,"MRPS30","NM_016640","inside exon","inside",589,"inside exon",0,1,5,"inside transcription region","+",6591,6239,"10884",3555
"cg07684353",-0.0208110714229893,-6.31269303989727,1.32725283544083e-09,1.35261071278136e-06,0.000605908173665598,0.105947517657536,"MYO1E","NM_004998",0,"MYO1E","NM_004998","inside exon","inside",272,"inside exon",0,1,28,"5' UTR","-",236903,235120,"4643",29762
"cg08703718",-0.0205134900668103,-6.31267921369097,1.32735445040595e-09,1.35261071278136e-06,0.000605954562218169,0.133773117268137,"CORO2B","NM_001190456",833,"CORO2B","NM_001190456","promoter","promoter",833,NA,NA,NA,12,NA,"+",148836,146711,"10391",2079
"cg02005375",-0.0100115553423403,-6.31267473207194,1.32738738946328e-09,1.35261071278136e-06,0.000605969599326051,0.0784136757443793,"DDX18","NM_006773",79,"DDX18","NM_006773","promoter","promoter",79,NA,NA,NA,14,NA,"+",17698,15946,"8886",56989
"cg24420395",-0.0240460347055413,-6.31113054032947,1.33878477039769e-09,1.35948891246369e-06,0.000611172651888559,0.103568979393513,"DUSP4","NM_001394",0,"DUSP4","NM_001394","inside intron","inside",1357,"inside intron",452,1,4,"inside transcription region","-",17688,13252,"1846",11989
"cg10631368",-0.0140759462449545,-6.31095407862933,1.34009329550015e-09,1.35948891246369e-06,0.00061177001060866,0.0749925935575324,"PPP1R7","NM_001282409",0,"PPP1R7","NM_001282409","inside intron","inside",523,"inside intron",-423,1,9,"inside transcription region","+",20258,20162,"5510",35920
"cg20005624",-0.0152290427947017,-6.30775743064014,1.36401591461898e-09,1.36754130947514e-06,0.000622690997230454,0.0961300350669898,"MAP3K10","NM_002446",592,"MAP3K10","NM_002446","promoter","promoter",592,NA,NA,NA,10,NA,"+",23831,23260,"4294",28771
"cg07628558",-0.0212012354563688,-6.30773628366074,1.36417555769236e-09,1.36754130947514e-06,0.000622763876368811,0.0910246232868291,"VAPB","NM_001195677",0,"VAPB","NM_001195677","inside intron","inside",656,"inside intron",-257,1,4,"5' UTR","+",61981,25898,"9217",58684
"cg19734228",-0.0184397372353158,-6.3072883957382,1.36756106720666e-09,1.36754130947514e-06,0.000624309405473713,0.138974940682852,"DAPK1","NM_001288729",0,"DAPK1","NM_001288729","inside intron","inside",837,"inside intron",291,2,26,"5' UTR","+",210793,208286,"1612",10556
"cg02600551",-0.00692836587658919,-6.3072475112109,1.36787051661548e-09,1.36754130947514e-06,0.000624450673151682,0.0717154149394684,"ZNF77","NM_021217",-5391,"ZNF77","NM_021217","upstream","upstream",5391,NA,NA,NA,4,NA,"-",11753,11351,"58492",41212
"cg15344021",-0.0164444438754994,-6.30694514078455,1.37016125031383e-09,1.36754130947514e-06,0.000625496422864515,0.0941743294212639,"TSR1","NM_018128",0,"TSR1","NM_018128","inside exon","inside",509,"inside exon",0,1,15,"5' UTR","-",14696,12231,"55720",37550
"cg12991791",-0.0196591557958963,-6.3069357203151,1.37023267942866e-09,1.36754130947514e-06,0.000625529031184015,0.0815088084817917,"RHOG","NM_001665",-843,"RHOG","NM_001665","promoter","promoter",843,NA,NA,NA,2,NA,"-",14005,575,"391",27128
"cg03550506",-0.0151025074468166,-6.3068595456874,1.37081039483258e-09,1.36754130947514e-06,0.000625792765776204,0.0657666826691729,"DEPDC5","NM_001007188",204,"DEPDC5","NM_001007188","promoter","promoter",204,NA,NA,NA,40,NA,"+",153083,151575,"9681",60623
"cg00562905",-0.0271704001611556,-6.30670334238859,1.3719958023969e-09,1.36754130947514e-06,0.000626333919739614,0.125693615224766,"FZD2","NM_001466",668,"FZD2","NM_001466","promoter","promoter",668,NA,NA,NA,1,NA,"+",3818,1697,"2535",17603
"cg03516708",-0.0266096418314798,-6.30604402130964,1.37701039666444e-09,1.36954934033219e-06,0.000628623147212473,0.123051489830438,"THTPA","NM_001126339",0,"THTPA","NM_001126339","inside intron","inside",42861,"inside intron",3023,3,3,"inside transcription region","+",46771,44547,"79178",49838
"cg07234911",-0.0161914583275153,-6.30527211878337,1.38290409685473e-09,1.37242108253792e-06,0.000631313697967443,0.0890762982847032,"FEZ2","NM_001042548",0,"FEZ2","NM_001042548","inside exon","inside",128,"inside exon",0,1,7,"inside transcription region","-",45928,42408,"9637",60405
"cg26354413",-0.0133264175244349,-6.30444808163189,1.38922316471031e-09,1.37570159347375e-06,0.000634198434591399,0.0960070860716274,"SUV39H2","NM_001193424",519,"SUV39H2","NM_001193424","promoter","promoter",519,NA,NA,NA,6,NA,"+",25522,23623,"79723",50599
"cg10608842",-0.0135121003042226,-6.30294010856821,1.40086035954732e-09,1.38041906709805e-06,0.000639510965318027,0.0955231437443239,"TMEM43","NM_024334",0,"TMEM43","NM_024334","inside exon","inside",67,"inside exon",0,1,12,"5' UTR","+",18740,16601,"79188",49893
"cg03095825",-0.00947430865216699,-6.30281198538479,1.40185349562579e-09,1.38041906709805e-06,0.000639964344848614,0.0944550951205387,"MIEF2","NM_001144900",0,"MIEF2","NM_001144900","inside exon","inside",17,"inside exon",0,1,4,"5' UTR","+",5247,1370,"125170",6646
"cg03826317",-0.0143810137339928,-6.30254762294255,1.40390486177384e-09,1.38041906709805e-06,0.000640900820162959,0.109161357745376,"GPR158","NM_020752",0,"GPR158","NM_020752","inside intron","inside",1213,"inside intron",-251,1,11,"inside transcription region","+",426867,423853,"57512",40208
"cg21379816",-0.00831368013954275,-6.30202420584113,1.40797509642025e-09,1.38041906709805e-06,0.000642758935192098,0.0979108143862385,"SRM","NM_003132",0,"SRM","NM_003132","inside intron","inside",463,"inside intron",205,1,8,"inside transcription region","-",5442,5078,"6723",45835
"cg03324837",-0.0196575601427617,-6.30170613407314,1.41045416076028e-09,1.38041906709805e-06,0.000643890660291159,0.0767809148802465,"TANC2","NM_015623",42491,"TANC2","NM_015623","upstream","upstream",42491,NA,NA,NA,25,NA,"+",418169,412395,"26115",19181
"cg22968175",-0.0273189668243903,-6.3014116203853,1.41275342938707e-09,1.38041906709805e-06,0.000644940306309778,0.102852643182213,"DEDD2","NM_001270614",0,"DEDD2","NM_001270614","inside intron","inside",2426,"inside intron",-680,2,5,"5' UTR","-",21559,17569,"162989",10753
"cg03707784",-0.0147390441223979,-6.30110465300369,1.4151538365871e-09,1.38041906709805e-06,0.000646036123401886,0.0920365490257723,"NDUFA10","NM_004544",-188,"NDUFA10","NM_004544","promoter","promoter",188,NA,NA,NA,10,NA,"-",68030,64183,"4705",29953
"cg11151929",-0.0111349703385621,-6.29990410309667,1.42458030772673e-09,1.38601967024109e-06,0.000650339430021251,0.0993987028650827,"LRRC58","NM_001099678",-137,"LRRC58","NM_001099678","promoter","promoter",137,NA,NA,NA,4,NA,"-",24610,18043,"116064",5589
"cg27574244",-0.0248190518797308,-6.29936683553675,1.42881874273571e-09,1.38601967024109e-06,0.000652274330702508,0.127022430938692,"FN3K","NM_022158",-284,"FN3K","NM_022158","downstream","downstream",15905,NA,NA,NA,6,NA,"+",15621,15118,"64122",43429
"cg01406341",-0.022266854995348,-6.29901110008826,1.43163189707087e-09,1.38601967024109e-06,0.000653558572227515,0.125241465594647,"CNPPD1","NM_015680",0,"CNPPD1","NM_015680","inside exon","inside",8,"inside exon",0,1,9,"5' UTR","-",6113,4242,"27013",20038
"cg17014378",-0.0205799873568589,-6.29853307966279,1.43542063613093e-09,1.38601967024109e-06,0.00065528818086204,0.125562776497412,"RALGDS","NM_001042368",0,"RALGDS","NM_001042368","inside intron","inside",14201,"inside intron",5464,6,23,"inside transcription region","-",66194,63825,"5900",41536
"cg08113034",-0.0145038171558687,-6.29822702411189,1.43785156170688e-09,1.38601967024109e-06,0.000656397929989493,0.072802471666425,"DAAM1","NM_001270520",0,"DAAM1","NM_001270520","inside exon","inside",5,"inside exon",0,1,25,"5' UTR","+",182742,105381,"23002",15110
"cg01487461",-0.0140855396835696,-6.29672247292558,1.44986068463042e-09,1.38601967024109e-06,0.000661880250722685,0.0781671811326139,"SMARCA2","NM_001289396",0,"SMARCA2","NM_001289396","inside intron","inside",1857,"inside intron",-1794,1,33,"5' UTR","+",178281,163689,"6595",45335
"cg12661229",-0.00885515246931798,-6.29646623889351,1.45191568975709e-09,1.38601967024109e-06,0.000662818387278079,0.0697590892519851,"FAM212A","NM_203370",540,"FAM212A","NM_203370","promoter","promoter",540,NA,NA,NA,2,NA,"+",1776,1600,"389119",26833
"cg12346351",-0.0103433441395001,-6.29636080250868,1.45276212226713e-09,1.38601967024109e-06,0.000663204794722534,0.0561586549650667,"FAM160A1","NM_001109977",6,"FAM160A1","NM_001109977","promoter","promoter",6,NA,NA,NA,14,NA,"+",254386,96494,"729830",47865
"cg24130697",-0.0147312473595001,-6.29628058222218,1.4534064466803e-09,1.38601967024109e-06,0.000663498937193364,0.0930118729769869,"MANBA","NM_005908",-180,"MANBA","NM_005908","promoter","promoter",180,NA,NA,NA,17,NA,"-",129508,128837,"4126",28136
"cg09455096",-0.00815985485448867,-6.29620662406315,1.454000722369e-09,1.38601967024109e-06,0.000663770231770838,0.0725323241636504,"XPO1","NM_003400",-52,"XPO1","NM_003400","promoter","promoter",52,NA,NA,NA,25,NA,"-",60349,55077,"7514",48518
"cg15457883",-0.0236336836031267,-6.29617032564448,1.45429247807944e-09,1.38601967024109e-06,0.000663903422045481,0.0857793353290144,"SGMS1","NM_147156",-302,"SGMS1","NM_147156","promoter","promoter",302,NA,NA,NA,5,NA,"-",319578,317893,"259230",18624
"cg23634678",-0.0251102157694859,-6.29504501316179,1.46336593556417e-09,1.3917616111296e-06,0.000668045573342207,0.101632279538245,"DCUN1D5","NM_032299",-160,"DCUN1D5","NM_032299","promoter","promoter",160,NA,NA,NA,8,NA,"-",41531,29513,"84259",54254
"cg05085631",-0.013055174892727,-6.29454083179126,1.46744916605598e-09,1.39274349510127e-06,0.000669909621143711,0.0715737361755461,"EIF2AK3","NM_004836",-123,"EIF2AK3","NM_004836","promoter","promoter",123,NA,NA,NA,17,NA,"-",70835,69538,"9451",59799
"cg26186727",-0.0108521462351194,-6.29351567528622,1.4757861237222e-09,1.39519405776679e-06,0.000673715550698793,0.0840591545807569,"NETO1","NM_001201465",0,"NETO1","NM_001201465","inside exon","inside",276,"inside exon",0,1,11,"5' UTR","-",123819,118263,"81832",52848
"cg03185820",-0.0191727132397793,-6.29347184878877,1.47614357072276e-09,1.39519405776679e-06,0.000673878729901359,0.0950455741981993,"ZNF777","NM_015694",-199,"ZNF777","NM_015694","promoter","promoter",199,NA,NA,NA,6,NA,"-",29599,24246,"27153",20318
"cg03761979",-0.0097222889673842,-6.29253436346809,1.48381002586333e-09,1.39954249243171e-06,0.000677378566336946,0.0507939280202152,"NOA1","NM_032313",-66,"NOA1","NM_032313","promoter","promoter",66,NA,NA,NA,7,NA,"-",14310,14135,"84273",54294
"cg02340801",-0.0101271847823695,-6.29151120431688,1.49222166101520e-09,1.40457440646398e-06,0.00068121858713503,0.0804087938827205,"KANSL3","NM_001115016",-105,"KANSL3","NM_001115016","promoter","promoter",105,NA,NA,NA,21,NA,"-",45224,35789,"55683",37412
"cg27326518",-0.0101157597942853,-6.29032896793036,1.50199935511362e-09,1.41086878930244e-06,0.000685682231600986,0.0712762434009182,"SDE2","NM_152608",-269,"SDE2","NM_152608","promoter","promoter",269,NA,NA,NA,7,NA,"-",16663,14010,"163859",10875
"cg10255097",-0.0337898986269265,-6.28939579790918,1.50976148946835e-09,1.41147683541864e-06,0.000689225746841663,0.111421817471186,"TCF7L2","NM_001146274",0,"TCF7L2","NM_001146274","inside intron","inside",721,"inside intron",-236,2,13,"inside transcription region","+",216554,214427,"6934",46512
"cg02338757",-0.0107396309053765,-6.28917212079317,1.51162787892934e-09,1.41147683541864e-06,0.000690077777893669,0.0797332477433371,"OPCML","NM_001012393",0,"OPCML","NM_001012393","inside intron","inside",588286,"inside intron",-1211,2,8,"inside transcription region","-",1117528,1112132,"4978",30870
"cg18065680",-0.0190110521794387,-6.28913686394418,1.51192227279336e-09,1.41147683541864e-06,0.000690212172519714,0.0644496113193901,"GBX2","NM_001301687",-10495,"GBX2","NM_001301687","upstream","upstream",10495,NA,NA,NA,2,NA,"-",2345,2057,"2637",19573
"cg21954346",-0.00944631950245687,-6.28688285223138,1.53086037988149e-09,1.42620080582865e-06,0.000698857664600836,0.0754908063549925,"ESRP2","NM_024939",-1353,"ESRP2","NM_024939","promoter","promoter",1353,NA,NA,NA,15,NA,"-",7686,5819,"80004",51390
"cg20037999",-0.0153691500046674,-6.28651863300951,1.53394228786884e-09,1.42620080582865e-06,0.000700264595661867,0.090576292924706,"WDR46","NM_001164267",0,"WDR46","NM_001164267","inside exon","inside",354,"inside exon",0,1,15,"5' UTR","-",10424,9894,"9277",58982
"cg09672890",-0.0167812955002121,-6.28557202218423,1.54198069506706e-09,1.43076063627469e-06,0.000703934233047148,0.071122239839232,"SLC39A11","NM_001159770",105601,"SLC39A11","NM_001159770","downstream","downstream",552369,NA,NA,NA,10,NA,"-",446768,441180,"201266",12728
"cg27481254",-0.0191981980889454,-6.28408907494283,1.55465667059513e-09,1.43959630966206e-06,0.000709720980663394,0.116211040166784,"RBM12B","NM_203390",0,"RBM12B","NM_203390","inside intron","inside",153,"inside intron",37,1,3,"5' UTR","-",9493,3005,"389677",26930
"cg11942541",-0.0124457080635829,-6.28276750479641,1.5660392977691e-09,1.4472010079807e-06,0.000714917297942464,0.0817446939683042,"SYS1-DBNDD2","NR_003189",0,"SYS1-DBNDD2","NR_003189","inside intron","inside",43329,"inside intron",1961,4,6,"5' UTR","+",47441,1672,"767557",48820
"cg20346165",-0.013864379197232,-6.28167545409066,1.57550671910157e-09,1.44915612913956e-06,0.000719239298857214,0.0950094231691179,"MAFB","NM_005461",-1108,"MAFB","NM_005461","promoter","promoter",1108,NA,NA,NA,1,NA,"-",3359,971,"9935",61556
"cg18788872",-0.0174333779989677,-6.28143612775835,1.57758902002157e-09,1.44915612913956e-06,0.000720189896297105,0.0682820880014708,"EIF3M","NM_006360",0,"EIF3M","NM_006360","inside intron","inside",415,"inside intron",-252,1,8,"inside transcription region","+",18724,18511,"10480",2397
"cg24931242",-0.0273190646672944,-6.28127168033466,1.57902138790103e-09,1.44915612913956e-06,0.000720843790854864,0.138491592421319,"LOC100288748","NR_034034",0,"LOC100288748","NR_034034","inside exon","inside",262,"inside exon",0,1,1,"inside transcription region","-",2182,359,"100288748",500
"cg19850565",-0.00924754199616983,-6.28103108995697,1.58111927326635e-09,1.44915612913956e-06,0.000721801502796644,0.0682530178212937,"ZNF302","NM_001012320",173,"ZNF302","NM_001012320","promoter","promoter",173,NA,NA,NA,5,NA,"+",6509,5365,"55900",38141
"cg18976869",-0.00995568213420347,-6.28042876104713,1.586383418896e-09,1.44915612913956e-06,0.00072420465371047,0.121337125094525,"OTUD4","NM_001102653",-1214,"OTUD4","NM_001102653","promoter","promoter",1214,NA,NA,NA,21,NA,"-",46030,37278,"54726",34858
"cg00746949",-0.0329625799159881,-6.28033534483687,1.58720138215074e-09,1.44915612913956e-06,0.000724578064569782,0.139581691792151,"WEE2-AS1","NM_173677",0,"WEE2-AS1","NM_173677","inside intron","inside",141,"inside intron",108,1,4,"inside transcription region","-",33892,14261,"285962",21832
"cg09717261",-0.0131191055178328,-6.27896196655793,1.59927468714597e-09,1.45700182166547e-06,0.00073008968525307,0.0947210314482977,"SAMHD1","NM_015474",0,"SAMHD1","NM_015474","inside intron","inside",899,"inside intron",491,1,16,"inside transcription region","-",60019,58711,"25939",18698
"cg23038018",-0.0168037015911671,-6.27863326404367,1.60217762577641e-09,1.45700182166547e-06,0.000731414914476067,0.112464112878235,"EXD2","NM_001193360",0,"EXD2","NM_001193360","inside intron","inside",289,"inside intron",-15,1,9,"5' UTR","+",52254,31629,"55218",36332
"cg08884624",-0.0200362099032662,-6.27824380164812,1.60562385441283e-09,1.45723292773274e-06,0.000732988162649566,0.106609491525398,"MYCN","NM_001293228",0,"MYCN","NM_001293228","inside intron","inside",1339,"inside intron",47,2,3,"5' UTR","+",6446,4032,"4613",29687
"cg24642372",-0.0106121819393131,-6.27787518165304,1.60889235072569e-09,1.45730213037071e-06,0.000734480273706838,0.113062097060619,"CHSY3","NM_175856",0,"CHSY3","NM_175856","inside exon","inside",774,"inside exon",0,1,3,"inside transcription region","+",281804,280961,"337876",24426
"cg06544198",-0.0278090283885172,-6.27653868541594,1.62079765946796e-09,1.46517861765683e-06,0.000739915201916698,0.0736349317896906,"TMEM14C","NM_001165258",0,"TMEM14C","NM_001165258","inside intron","inside",554,"inside intron",-227,1,6,"5' UTR","+",8214,6052,"51522",32739
