"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Entrez","subjectHits","corrToExprs","corrToExprsTstat","corrToExprsPvalue","corrToExprsPvalueBonf"
"chr6",39760776,39761595,0.188841379987636,0.755365519950544,159599,165369,165372,4,11,0,0,0,0,"DAAM2","NM_001201427","overlaps exon downstream","inside",3,"overlaps exon downstream",0,1,25,"5' UTR","+",111880,45734,"23500",16746,0.0144740593919765,0.22750153105426,0.820221218181566,1
"chr17",37321890,37322431,-0.188821566859966,0.755286267439864,82190,387479,387482,4,8,0,0,0,0,"ARL5C","NM_001143968","overlaps 5'","overlaps 5'",0,"covers exon(s)",0,1,6,"overlaps 5' UTR","-",9267,8866,"390790",27097,-0.0586892387982856,-0.923966429389488,0.35640190891667,1
"chr6",29578191,29578925,0.151040607754978,0.755203038774888,157790,153268,153272,5,10,0,0,0,0,"GABBR1","NM_001470","covers exon(s)","inside",21237,"covers exon(s)",0,13,14,"inside transcription region","-",23784,23680,"2550",17800,0.536793789645931,9.99910143723465,5.368452650798e-20,3.48251523457266e-16
"chr2",176948693,176949017,-0.10784218334744,0.754895283432077,110404,68027,68033,7,17,0,0,0,0,"EVX2","NM_001080458","promoter","promoter",3,NA,NA,NA,3,NA,"-",3855,3669,"344191",24961,-0.0871048347903905,-1.37418299777222,0.170625488516439,1
"chr17",78800574,78800806,0.150801168397236,0.754005841986179,87330,400650,400654,5,11,0,0,0.00909090909090909,0.001,"RPTOR","NM_001163034","inside intron","inside",281949,"inside intron",-3550,9,30,"inside transcription region","+",421548,418700,"57521",40221,-0.0453451356256874,-0.713388551692365,0.476276124210458,1
"chr10",112404738,112404997,-0.150729408974311,0.753647044871556,27171,256394,256398,5,14,0,0,0.00909090909090909,0.001,"RBM20","NM_001134363","inside intron","inside",583,"inside intron",-334,1,14,"inside transcription region","+",195072,191523,"282996",21054,0.600048549193735,11.7886655907081,9.18885711684639e-26,5.96081161169826e-22
"chr17",79010968,79011542,0.188341545287947,0.753366181151788,87422,400995,400998,4,7,0,0,0.00909090909090909,0.001,"BAIAP2","NM_001144888","inside intron","inside",2021,"inside intron",-1859,1,12,"5' UTR","+",82285,30990,"10458",2319,0.321980323067953,5.34495636474784,2.04990184949882e-07,0.00132977132976988
"chr6",163147999,163148290,0.188338987037334,0.753355948149334,165679,178268,178271,4,17,0,0,0.00909090909090909,0.001,"PARK2","NM_004562","inside intron","inside",544,"inside intron",403,1,11,"inside transcription region","-",1182690,1182254,"5071",31227,0.372024526169528,6.29894433294732,1.35529028793549e-09,8.79176809783752e-06
"chr6",30568532,30568703,0.107616002545215,0.753312017816504,158048,155542,155548,7,13,0,0,0.00909090909090909,0.001,"PPP1R10","NM_002714","inside exon","inside",16381,"inside exon",0,20,20,"3'UTR","-",16907,3102,"5514",36045,0.614282468733315,12.2346667153578,3.03730724685302e-27,1.97030121103355e-23
"chr7",2316636,2317059,-0.150614857632439,0.753074288162197,167684,184040,184044,5,7,0,0,0.00909090909090909,0.001,"SNX8","NM_013321","inside intron","inside",37040,"inside intron",675,2,11,"inside transcription region","-",62694,59365,"29886",22743,-0.13511357264485,-2.14312871405262,0.0330761169285888,1
"chr1",2937999,2938246,-0.250918233249244,0.75275469974773,1006,3007,3009,3,9,0,0,0.00909090909090909,0.001,"ACTRT2","NM_080431","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,1,"5' UTR","+",1421,1133,"140625",8213,-0.0340424729726096,-0.535329743164491,0.592901568836767,1
"chr8",99959430,99959723,-0.188039319143297,0.752157276573187,184915,222839,222842,4,18,0,0,0.00909090909090909,0.001,"OSR2","NM_001142462","inside intron","inside",2799,"inside intron",677,2,5,"5' UTR","+",7695,3528,"116039",5588,-0.696301063006762,-15.246579821508,1.7652689347282e-37,1.14512995795818e-33
"chr1",165326269,165326345,-0.250597647653325,0.751792942959976,13821,33104,33106,3,25,0,0,0.00909090909090909,0.001,"LMX1A","NM_001033507","promoter","promoter",317,NA,NA,NA,9,NA,"-",154848,151679,"4009",27595,0.853888741213102,25.7849378689156,3.92807476167883e-72,2.54814209790105e-68
"chr7",100203350,100203651,-0.250366709922217,0.751100129766651,174118,198917,198919,3,7,0,0,0.00909090909090909,0.001,"PCOLCE","NM_002593","overlaps exon downstream","inside",3468,"overlaps exon downstream",0,5,9,"inside transcription region","+",5916,5646,"5118",31937,-0.641626355665727,-13.1469642506362,2.60741495350858e-30,1.69143008034102e-26
"chr6",31592974,31593015,0.150153417211998,0.75076708605999,158273,157600,157604,5,7,0,0,0.00909090909090909,0.001,"PRRC2A","NM_004638","inside exon","inside",4524,"inside exon",0,6,31,"inside transcription region","+",17104,14796,"7916",49748,-0.179916042251524,-2.87450887925556,0.0043977810681348,1
"chr11",2883529,2883744,-0.248948106098166,0.746844318294498,30593,266230,266232,3,9,0,0,0.00909090909090909,0.001,"KCNQ1","NM_000218","downstream","downstream",417308,NA,NA,NA,16,NA,"+",404119,402904,"3784",26286,-0.792802976192155,-20.4435216149757,4.08004040399091e-55,2.6467222100689e-51
"chr5",2169729,2170490,-0.149319314778767,0.746596573893834,145281,124984,124988,5,7,0,0,0.00909090909090909,0.001,"IRX4","NM_001278632","upstream","upstream",282436,NA,NA,NA,7,NA,"-",9752,4678,"50805",31302,0.636319591708232,12.9637233212872,1.08519659567493e-29,7.03967031614327e-26
"chr14",64319089,64319306,-0.186557808905985,0.746231235623942,58502,331731,331734,4,9,0,0,0.00909090909090909,0.001,"SYNE2","NM_015180","promoter","promoter",377,NA,NA,NA,9,NA,"+",107935,51657,"23224",15866,-0.70252855043451,-15.51467235644,2.12073449101284e-38,1.37572046432003e-34
"chr2",66672841,66673449,-0.186350909517044,0.745403638068176,104211,55107,55110,4,7,0,0,0.00909090909090909,0.001,"MEIS1","NM_002398","inside intron","inside",5578,"inside intron",-2660,4,10,"inside transcription region","+",129014,127694,"4211",28458,0.752496760999465,17.9570113094374,9.27797059179763e-47,6.01861952289912e-43
"chr2",154336045,154336401,-0.149003512930338,0.745017564651691,109221,65615,65619,5,32,0,0,0.00909090909090909,0.001,"RPRM","NM_019845","promoter","promoter",723,NA,NA,NA,1,NA,"-",1470,329,"56475",38705,0.305810773790423,5.04803317016152,8.64600660227012e-07,0.00560866448289263
"chr5",54519307,54519686,-0.247925916156419,0.743777748469257,147346,129273,129275,3,11,0,0,0.00909090909090909,0.001,"MCIDAS","NM_001190787","inside intron","inside",3457,"inside intron",-455,4,7,"inside transcription region","-",7718,6772,"345643",25018,-0.134425449949838,-2.13201254412997,0.0339888407209629,1
"chr19",3984058,3984323,0.371706835689863,0.743413671379725,91924,412945,412946,2,14,0,0,0.00909090909090909,0.001,"EEF2","NM_001961","overlaps exon downstream","inside",1138,"overlaps exon downstream",0,2,15,"inside transcription region","-",9407,8826,"1938",12169,0.917099243743425,36.1545755899095,7.47825710582346e-101,4.85114538454768e-97
"chr16",30106682,30106897,0.247193837954222,0.741581513862667,72852,364440,364442,3,13,0,0,0.00909090909090909,0.001,"YPEL3","NM_001145524","inside exon","inside",624,"inside exon",0,1,3,"overlaps 5' UTR","-",2438,723,"83719",53533,-0.391651291512006,-6.68969828580502,1.47565516313348e-10,9.57257504324687e-07
"chr11",44332972,44333192,-0.10590285152641,0.741319960684871,33181,272252,272258,7,48,0,0,0.00909090909090909,0.001,"ALX4","NM_021926","promoter","promoter",1256,NA,NA,NA,4,NA,"-",49438,45208,"60529",42220,0.497002050707558,9.00144749207485,6.00989143962371e-17,3.8986165768839e-13
"chr22",39377790,39377930,0.246963982010168,0.740891946030504,122678,453075,453077,3,8,0,0,0.00909090909090909,0.001,"APOBEC3A_B","NM_001193289","inside intron","inside",24263,"inside intron",10505,5,5,"inside transcription region","+",35257,34753,"100913187",1147,NA,NA,NA,NA
"chr15",83776915,83777082,0.185149593465954,0.740598373863817,67743,352134,352137,4,13,0,0,0.00909090909090909,0.001,"TM6SF1","NM_001144903","inside intron","inside",591,"inside intron",-390,1,9,"inside transcription region","+",29787,28991,"53346",33788,0.616277226032105,12.2986624279353,1.85747023352778e-27,1.20494094048947e-23
"chr11",133804526,133804743,0.246780532446225,0.740341597338675,40847,290384,290386,3,9,0,0,0.00909090909090909,0.001,"IGSF9B","NM_001277285","inside intron","inside",3252,"inside intron",768,4,13,"inside transcription region","-",15531,15326,"22997",15048,NA,NA,NA,NA
"chr7",2025386,2025903,-0.147752938716009,0.738764693580042,167557,183611,183615,5,8,0,0,0.00909090909090909,0.001,"MAD1L1","NM_001013836","inside intron","inside",246680,"inside intron",-5209,15,18,"inside transcription region","-",335258,332004,"8379",53592,0.785587387821539,19.9538755997191,1.73148991871424e-53,1.12321751026993e-49
"chr1",156828202,156828693,-0.246086334465546,0.738259003396639,13010,31383,31385,3,11,0,0,0.00909090909090909,0.001,"NTRK1","NM_001007792","inside intron","inside",42660,"inside intron",5452,3,16,"5' UTR","+",66100,7974,"4914",30649,0.18034083970743,2.88152371891011,0.00430420816155425,1
"chr1",27113219,27113640,0.147434403190201,0.737172015951004,4980,12063,12067,5,19,0,0,0.00909090909090909,0.001,"PIGV","NM_001202554","promoter","promoter",814,NA,NA,NA,4,NA,"+",10440,7028,"55650",37290,-0.22158613423686,-3.57127857698539,0.000426593007331802,1
"chr5",172660796,172660996,-0.245664476901891,0.736993430705674,153859,143278,143280,3,17,0,0,0.00909090909090909,0.001,"NKX2-5","NM_001166175","inside intron","inside",1319,"inside intron",-328,2,2,"inside transcription region","-",3208,1740,"1482",9145,0.0792303762120985,1.24912995370938,0.212795265270763,1
"chr8",37699239,37699923,-0.184234003506156,0.736936014024625,181989,216624,216627,4,7,0,0,0.00909090909090909,0.001,"ADGRA2","NM_032777","inside exon","inside",44838,"inside exon",0,16,16,"overlaps 3'UTR","+",47103,45086,"25960",18769,NA,NA,NA,NA
"chr2",33173163,33173301,-0.368410373259309,0.736820746518619,102231,51180,51181,2,9,0,0,0.00909090909090909,0.001,"LTBP1","NM_000627","inside intron","inside",794,"inside intron",-277,1,34,"inside transcription region","+",452206,451220,"4052",27909,0.564610297003251,10.7511544760922,2.21819751807317e-22,1.43894472997407e-18
"chr19",47617189,47617301,0.245200854631119,0.735602563893358,97305,427889,427891,3,8,0,0,0.00909090909090909,0.001,"ZC3H4","NM_015168","promoter","promoter",180,NA,NA,NA,15,NA,"-",49562,46228,"23211",15818,0.242816839586262,3.93389932018257,0.000108551737911481,0.704175123831776
"chr14",103388797,103389022,-0.14707134778717,0.735356738935853,61668,338657,338661,5,7,0,0,0.00909090909090909,0.001,"AMN","NM_030943","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,12,"5' UTR","+",8186,7991,"81693",52760,-0.559108519185744,-10.5984061984409,6.84464329616411e-22,4.44012010622165e-18
"chr16",23765258,23765381,-0.244985925172446,0.734957775517338,72273,363124,363126,3,10,0,0,0.00909090909090909,0.001,"CHP2","NM_022097","promoter","promoter",567,NA,NA,NA,7,NA,"+",4308,2533,"63928",43168,0.134559186302785,2.13417272056314,0.0338097965840421,1
"chr4",140216130,140216277,0.244940622537761,0.734821867613282,142216,117810,117812,3,12,0,0,0.00909090909090909,0.001,"NDUFC1","NM_001184986","overlaps exon downstream","inside",7428,"overlaps exon downstream",0,3,5,"inside transcription region","-",12634,3248,"4717",29985,0.753478760825024,18.0111758127657,6.07142998732362e-47,3.93853663277683e-43
"chr18",56529784,56529878,-0.146897598901199,0.734487994505997,89697,407499,407503,5,11,0,0,0.00909090909090909,0.001,"ZNF532","NM_018181","promoter","promoter",183,NA,NA,NA,11,NA,"+",123648,66178,"55205",36264,0.233479718247727,3.77372114630417,0.000201254074274024,1
"chr8",142437565,142438036,-0.183612404674042,0.734449618696168,187195,227180,227183,4,8,0,0,0.00909090909090909,0.001,"PTP4A3","NM_007079","covers exon(s)","inside",5558,"covers exon(s)",0,3,4,"inside transcription region","+",9613,8837,"11156",4371,0.422988963543636,7.33642845831076,3.11664048152177e-12,2.02176468036317e-08
"chr10",6020330,6020585,-0.183523151814385,0.734092607257538,20421,241699,241702,4,9,0,0,0.00909090909090909,0.001,"IL15RA","NM_001243539","promoter","promoter",180,NA,NA,NA,7,NA,"-",25816,13224,"3601",25506,-0.525023766115617,-9.69512011133612,4.71809666898972e-19,3.06062930917363e-15
"chr12",58160421,58160989,-0.183441420421894,0.733765681687576,45561,301800,301803,4,11,0,0,0.00909090909090909,0.001,"CYP27B1","NM_000785","overlaps 5'","overlaps 5'",0,"covers exon(s)",0,1,8,"5' UTR","-",4859,1953,"1594",10414,0.607667437288259,12.0251127220506,1.51338059296268e-26,9.8172999065489e-23
"chr4",1768459,1768568,-0.244531374985449,0.733594124956346,136210,104848,104850,3,8,0,0,0.00909090909090909,0.001,"TACC3","NM_006342","downstream","downstream",45242,NA,NA,NA,16,NA,"+",23688,21591,"10460",2327,0.719307614427498,16.2731274281228,5.28550776693307e-41,3.42870888840948e-37
"chr2",118942841,118943004,-0.183345256570334,0.733381026281334,107318,61901,61904,4,11,0,0,0.00909090909090909,0.001,"INSIG2","NM_016133","downstream","downstream",96791,NA,NA,NA,6,NA,"+",21547,11765,"51141",31835,0.67064694770617,14.2091873937539,6.33376602433609e-34,4.10871401998682e-30
"chr1",41950237,41950362,-0.244457473867043,0.733372421601128,6746,16424,16426,3,7,0,0,0.00909090909090909,0.001,"EDN2","NM_001302269","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,1,5,"overlaps 5' UTR","-",5898,5192,"1907",12106,-0.749170777124058,-17.7755944094593,3.84436222158582e-46,2.49383777314272e-42
"chr17",74868561,74868725,-0.183233346505994,0.732933386023975,86467,398334,398337,4,7,0,0,0.00909090909090909,0.001,"MGAT5B","NM_001199172","inside intron","inside",3763,"inside intron",207,2,18,"inside transcription region","+",81673,79808,"146664",8890,0.77600411471857,19.3361718234201,2.02001844606784e-51,1.31038596596421e-47
"chr11",71163428,71163555,0.18319021969842,0.732760878793681,36405,280936,280939,4,16,0,0,0.00909090909090909,0.001,"NADSYN1","NM_018161","promoter","promoter",662,NA,NA,NA,21,NA,"+",48364,48055,"55191",36214,-0.41527975214159,-7.1745393201895,8.35859394757001e-12,5.42221989378866e-08
"chr6",41338895,41339358,-0.244034046586813,0.732102139760439,159724,165626,165628,3,19,0,0,0.00909090909090909,0.001,"NCR2","NM_001199509","downstream","downstream",35367,NA,NA,NA,5,NA,"+",15097,14987,"9436",59743,-0.392820865436268,-6.71331419237416,1.28693399391056e-10,8.34834081849781e-07
"chr8",145700821,145701568,-0.243854188016989,0.731562564050967,188028,229598,229600,3,11,0,0,0.00909090909090909,0.001,"FOXH1","NM_003923","overlaps exon downstream","inside",150,"overlaps exon downstream",0,1,3,"overlaps 5' UTR","-",2603,1518,"8928",57147,-0.57176754176682,-10.9530236462476,4.96115770892802e-23,3.2183030057816e-19
"chr8",144543486,144543951,-0.182868821194382,0.731475284777529,187652,228387,228390,4,8,0,0,0.00909090909090909,0.001,"ZC3H3","NM_015117","inside intron","inside",79669,"inside intron",3935,9,12,"inside transcription region","-",103795,103365,"23144",15577,0.286060011395776,4.69185040892275,4.47802644879284e-06,0.0290489575733192
"chr16",54325129,54325929,-0.182707143946957,0.730828575787828,73940,366985,366988,4,9,0,0,0.00909090909090909,0.001,"IRX3","NM_024336","upstream","upstream",4751,NA,NA,NA,4,NA,"-",3166,2364,"79191",49956,0.622570651016948,12.5030934745684,3.84603949335114e-28,2.49492581933688e-24
"chr1",3036916,3037275,-0.243540813794978,0.730622441384933,1045,3143,3145,3,12,0,0,0.00909090909090909,0.001,"PRDM16","NM_022114","inside intron","inside",51174,"inside intron",-51055,1,17,"5' UTR","+",369443,29059,"63976",43256,-0.541262606935086,-10.1166356566053,2.29978729873285e-20,1.491872020688e-16
"chr4",3526676,3527090,0.145823751646003,0.729118758230013,136618,105957,105961,5,10,0,0,0.00909090909090909,0.001,"LRPAP1","NM_002337","overlaps exon upstream","inside",7134,"overlaps exon upstream",0,2,8,"inside transcription region","-",28900,19438,"4043",27828,0.727799009797077,16.6789411473758,2.1466889136188e-42,1.39255709826452e-38
"chr1",156818592,156818961,-0.182142813249263,0.72857125299705,13006,31372,31375,4,7,0,0,0.00909090909090909,0.001,"NTRK1","NM_001007792","inside intron","inside",33050,"inside intron",-6606,2,16,"5' UTR","+",66100,7974,"4914",30649,0.142211334585566,2.25797591063752,0.0248170455519054,1
"chr8",49468296,49468688,-0.182129989265128,0.728519957060514,182674,218129,218132,4,9,0,0,0.00909090909090909,0.001,"EFCAB1","NM_001142857","downstream","downstream",179182,NA,NA,NA,6,NA,"-",20396,10409,"79645",50383,0.785136320474693,19.9239914855113,2.17810746237558e-53,1.41293831084304e-49
"chr8",41654967,41655154,-0.242705083355657,0.728115250066972,182323,217375,217377,3,8,0,0,0.00909090909090909,0.001,"ANK1","NM_000037","inside intron","inside",99126,"inside intron",-39311,2,43,"inside transcription region","-",243536,240752,"286",21858,0.786445606676558,20.0109641271828,1.11721378864279e-53,7.24736584692575e-50
"chr20",43936853,43937289,-0.145608236673797,0.728041183368983,117335,439962,439966,5,10,0,0,0.00909090909090909,0.001,"MATN4","NM_003833","overlaps 5'","overlaps 5'",0,"overlaps exon upstream",0,2,10,"5' UTR","-",14621,11673,"8785",56640,-0.653996154682858,-13.5867617832061,8.39786467758086e-32,5.44769481634671e-28
"chr5",92906851,92907851,-0.181852122813843,0.727408491255373,149147,132961,132964,4,14,0,0,0.00909090909090909,0.001,"NR2F1","NM_005654","upstream","upstream",11192,NA,NA,NA,3,NA,"+",10743,8818,"7025",46698,0.279264184312246,4.57083500786513,7.66818110017216e-06,0.0497434907968168
"chr13",33002597,33002820,0.242364538871332,0.727093616613995,52122,317016,317018,3,17,0,0,0.00909090909090909,0.001,"N4BP2L1","NM_001079691","promoter","promoter",282,NA,NA,NA,5,NA,"-",27455,25140,"90634",57842,-0.555072399816397,-10.4876486516526,1.54383947516483e-21,1.00148866753943e-17
"chr6",158733981,158734300,0.145403847618816,0.727019238094081,165326,177522,177526,5,9,0,0,0.00909090909090909,0.001,"TULP4","NM_001007466","inside exon","inside",289,"inside exon",0,1,13,"5' UTR","+",199164,192583,"56995",39309,-0.407229483372664,-7.00748101691224,2.28038524681981e-11,1.47928590961201e-07
"chr1",53527412,53527435,-0.242256491927654,0.726769475782961,7806,19141,19143,3,11,0,0,0.00909090909090909,0.001,"PODN","NM_001199080","promoter","promoter",289,NA,NA,NA,11,NA,"+",23450,19941,"127435",6935,-0.613475129700786,-12.2088730650273,3.70248936338524e-27,2.401804850028e-23
"chr7",157333405,157333752,-0.181640825890563,0.726563303562253,178344,208343,208346,4,16,0,0,0.00909090909090909,0.001,"PTPRN2","NM_002847","overlaps exon upstream","inside",1046730,"overlaps exon upstream",0,22,22,"overlaps 3'UTR","-",1048732,1046953,"5799",41033,0.285795766874591,4.68713068664863,4.57388028768177e-06,0.0296707614261916
